name;description;insee;lat;long
LA FONT;63390 Ayat-sur-Sioule;63025;46.05;2.9
FONT MARTIN;63390 Ayat-sur-Sioule;63025;46.05;2.9
PRE DE LA FONT;63390 Ayat-sur-Sioule;63025;46.05;2.9
LAFONT;63970 Aydat;63026;45.666667;2.983333
CHEM DE LA FONTVIELLE FOHET;63970 Aydat;63026;45.666667;2.983333
LES FONTETES;63600 Baffie;63027;45.466667;3.816667
BUGE DE FONT;63810 Bagnols;63028;45.5;2.633333
LA FONT;63810 Bagnols;63028;45.5;2.633333
LA FONT DE BOT;63810 Bagnols;63028;45.5;2.633333
FONT DU CLOS;63810 Bagnols;63028;45.5;2.633333
PRE DE LAFONT;63810 Bagnols;63028;45.5;2.633333
FONT DU VIVIER;63570 Bansat;63029;45.483333;3.35
FONT JALLAT;63310 Bas-et-Lezat;63030;46.016667;3.3
LA FONT DU RENARD;63116 Beauregard-l'Evêque;63034;45.816667;3.3
CHE DE LA FONT DU RENARD;63116 Beauregard-l'Evêque;63034;45.816667;3.3
COIN DE LA FONT;63460 Beauregard-Vendon;63035;45.966667;3.1
FONT TERRU;63460 Beauregard-Vendon;63035;45.966667;3.1
LA FONT;63480 Bertignat;63037;45.616667;3.683333
LA FONT DE BOUDEIX;63480 Bertignat;63037;45.616667;3.683333
LE FONT DES PRES;63480 Bertignat;63037;45.616667;3.683333
LA FONT ET LA PLANE;63480 Bertignat;63037;45.616667;3.683333
FONT FROIDE;63480 Bertignat;63037;45.616667;3.683333
FONT VERNAUDE;63480 Bertignat;63037;45.616667;3.683333
LES FONTETES;63480 Bertignat;63037;45.616667;3.683333
PRE DE LAFONT;63480 Bertignat;63037;45.616667;3.683333
TERRE DE LA FONT;63480 Bertignat;63037;45.616667;3.683333
FONT DOMAS;63610 Besse-et-Saint-Anastaise;63038;45.504420;2.905293
FONT LADE;63610 Besse-et-Saint-Anastaise;63038;45.504420;2.905293
FONT ROCHE;63610 Besse-et-Saint-Anastaise;63038;45.504420;2.905293
FONT ROUGE;63610 Besse-et-Saint-Anastaise;63038;45.504420;2.905293
LE FONT DES PRES;63220 Beurières;63039;45.437454;3.772435
LA FONT DU LOUP;63220 Beurières;63039;45.437454;3.772435
FONTETE;63160 Billom;63040;45.716667;3.35
LDT FONT ROUX;63160 Billom;63040;45.716667;3.35
CHE DES FONTETES;63160 Billom;63040;45.716667;3.35
LDT FONT ROUX;63160 Billom;63040;45.716667;3.35
LA FONT CHAUDE;63640 Biollet;63041;46;2.683333
FONT DES VOISINS;63112 Blanzat;63042;45.833333;3.083333
BUGE DE LAFONT;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT BORDE;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT BOURRET;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT CHAUSSE;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT DU BOIS;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT DU GOT;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT FAYE;63440 Blot-l'Eglise;63043;46.033333;2.95
FONT RENAUD;63440 Blot-l'Eglise;63043;46.033333;2.95
FONTBONNE;63440 Blot-l'Eglise;63043;46.033333;2.95
LAFONT;63440 Blot-l'Eglise;63043;46.033333;2.95
LA FONT;63160 Bongheat;63044;45.733333;3.433333
FONTBELLE;63160 Bongheat;63044;45.733333;3.433333
LA FONTETE;63160 Bongheat;63044;45.733333;3.433333
LA BONNE FONT;63190 Bort-l'Etang;63045;45.783333;3.433333
LA FONT;63190 Bort-l'Etang;63045;45.783333;3.433333
LA FONT BOUTEIX;63190 Bort-l'Etang;63045;45.783333;3.433333
LA FONT DE CHEZ GOUTTA;63190 Bort-l'Etang;63045;45.783333;3.433333
LA FONT MADAME;63190 Bort-l'Etang;63045;45.783333;3.433333
FONTSAUVAGE;63190 Bort-l'Etang;63045;45.783333;3.433333
FONTBONNE;63190 Bort-l'Etang;63045;45.783333;3.433333
FONT MARTINE;63340 Boudes;63046;45.466667;3.2
FONT VARNOUZE;63340 Boudes;63046;45.466667;3.2
LES FONTOUNES;63340 Boudes;63046;45.466667;3.2
LOT DE LA FONT DELOUX;63150 La Bourboule;63047;45.583333;2.75
FONT DELOUX;63150 La Bourboule;63047;45.583333;2.75
CHE DE FONT DELOUX;63150 La Bourboule;63047;45.583333;2.75
IMP DE FONT DELOUX;63150 La Bourboule;63047;45.583333;2.75
LA FONT DE LA COU;63760 Bourg-Lastic;63048;45.65;2.566667
FONT VOTE;63760 Bourg-Lastic;63048;45.65;2.566667
PRE DE LA FONT;63760 Bourg-Lastic;63048;45.65;2.566667
FONT RAIN;63500 Brenat;63051;45.55;3.316667
CHAMP DE LA FONT;63820 Briffons;63053;45.7;2.666667
FONT GRANDE;63820 Briffons;63053;45.7;2.666667
LAFONT;63820 Briffons;63053;45.7;2.666667
PRES DE LAFONT;63820 Briffons;63053;45.7;2.666667
LA FONT VEUVE;63500 Le Broc;63054;45.5;3.25
RUE DE LA FONT GRANDE;63500 Le Broc;63054;45.5;3.25
RUE DE LA FONT NEUVE;63500 Le Broc;63054;45.5;3.25
LA FONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
FONT A LANGE;63230 Bromont-Lamothe;63055;45.833333;2.833333
FONT SAUVAGE;63230 Bromont-Lamothe;63055;45.833333;2.833333
LAFONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
PRE DE LA FONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
PRE DE LAFONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
PRE LAFONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
LE PRE LAFONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
TERRE DU CHAMP LAFONT;63230 Bromont-Lamothe;63055;45.833333;2.833333
RUE DE LA FONT DAME;63270 Busséol;63059;45.683333;3.25
FONT BLANCHE;63620 La Celle;63064;45.852409;2.474206
LA FONT BONNE;63620 La Celle;63064;45.852409;2.474206
FONT DONAT;63620 La Celle;63064;45.852409;2.474206
PATURAL LA FONT;63620 La Celle;63064;45.852409;2.474206
PRE DE LA FONT;63620 La Celle;63064;45.852409;2.474206
FONT BERGER;63520 Ceilloux;63065;45.65;3.516667
LA FONT D'EN HAUT;63520 Ceilloux;63065;45.65;3.516667
FONT DE NOTRE DAME;63520 Ceilloux;63065;45.65;3.516667
PRE DE LAFONT;63520 Ceilloux;63065;45.65;3.516667
LA FONT;63250 Celles-sur-Durolle;63066;45.85;3.633333
FONT BARNAT;63250 Celles-sur-Durolle;63066;45.85;3.633333
FONT D'EZERT;63250 Celles-sur-Durolle;63066;45.85;3.633333
PRE DE LAFONT;63250 Celles-sur-Durolle;63066;45.85;3.633333
IMP DE LA FONT DU THUY;63250 Celles-sur-Durolle;63066;45.85;3.633333
FONT COUVERTE;63330 La Cellette;63067;46.1;2.733333
FONT DU BREUX;63330 La Cellette;63067;46.1;2.733333
FONTETE;63330 La Cellette;63067;46.1;2.733333
CHAMP DE LA FONT;63200 Cellule;63068;45.95;3.133333
CHAMP LAFONT;63200 Cellule;63068;45.95;3.133333
LA FONT;63200 Cellule;63068;45.95;3.133333
FONT SAINT MARTIN;63122 Ceyrat;63070;45.733333;3.066667
FONT SAINTES;63122 Ceyrat;63070;45.733333;3.066667
RUE DE FONT SAINTE GRAVENOIRE;63122 Ceyrat;63070;45.733333;3.066667
LA FONT;63250 Chabreloche;63072;45.883333;3.7
FONT DU BOIS;63250 Chabreloche;63072;45.883333;3.7
FONTVIELLE;63250 Chabreloche;63072;45.883333;3.7
FONT DAUZAT;63340 Chalus;63074;45.466667;3.216667
LA FONT DAUZAT;63340 Chalus;63074;45.466667;3.216667
LA FONT DE BELION;63340 Chalus;63074;45.466667;3.216667
FONT DU BART;63340 Chalus;63074;45.466667;3.216667
FONT GENEST;63340 Chalus;63074;45.466667;3.216667
LA FONT LOIN;63340 Chalus;63074;45.466667;3.216667
FONT MOREL;63340 Chalus;63074;45.466667;3.216667
LA FONTOUNE;63400 Chamalières;63075;45.783333;3.066667
ALL DE LA FONTOUNE;63400 Chamalières;63075;45.783333;3.066667
FONTBONNE;63980 Chambon-sur-Dolore;63076;45.5;3.616667
LES FONTS;63790 Chambon-sur-Lac;63077;45.566667;2.9
FONTVIEILLE;63790 Chambon-sur-Lac;63077;45.566667;2.9
PRE DE FONT;63790 Chambon-sur-Lac;63077;45.566667;2.9
LA FONT;63580 Chaméane;63078;45.516667;3.466667
LA FONTETE;63580 Chaméane;63078;45.516667;3.466667
CHAMP DE LAFONT;63580 Champagnat-le-Jeune;63079;45.45;3.433333
CHAMP DU LAFONT;63580 Champagnat-le-Jeune;63079;45.45;3.433333
LA FONT;63580 Champagnat-le-Jeune;63079;45.45;3.433333
SUR LA FONT;63580 Champagnat-le-Jeune;63079;45.45;3.433333
FONT DE MAYAUD;63580 Champagnat-le-Jeune;63079;45.45;3.433333
FONT ROUGE;63580 Champagnat-le-Jeune;63079;45.45;3.433333
FONTS VIEILLES;63580 Champagnat-le-Jeune;63079;45.45;3.433333
LAFONT;63580 Champagnat-le-Jeune;63079;45.45;3.433333
FONT SALADE;63320 Champeix;63080;45.583333;3.133333
COTE DE FONT TURLANT;63440 Champs;63082;46.05;3.083333
FONT DE LAVAURE;63440 Champs;63082;46.05;3.083333
FONT DES CHARMES;63440 Champs;63082;46.05;3.083333
FONT DU LOUP;63440 Champs;63082;46.05;3.083333
FONT JANOT;63440 Champs;63082;46.05;3.083333
FONT RAMA;63440 Champs;63082;46.05;3.083333
FONT TURLANT;63440 Champs;63082;46.05;3.083333
PRE LAFONT;63440 Champs;63082;46.05;3.083333
RUE DE LA FONT LAVO;63440 Champs;63082;46.05;3.083333
FONT SALEE;63530 Chanat-la-Mouteyre;63083;45.833333;3.016667
CHE DE LA FONT SALEE;63530 Chanat-la-Mouteyre;63083;45.833333;3.016667
FONT ROUGE;63450 Chanonat;63084;45.683333;3.1
FONT DU MAROT;63230 Chapdes-Beaufort;63085;45.883333;2.866667
LA FONT;63590 La Chapelle-Agnon;63086;45.631463;3.633816
FONT BASSE;63590 La Chapelle-Agnon;63086;45.631463;3.633816
LA FONT VIEILLE;63590 La Chapelle-Agnon;63086;45.631463;3.633816
FONTBASSE;63590 La Chapelle-Agnon;63086;45.631463;3.633816
LAFONT;63590 La Chapelle-Agnon;63086;45.631463;3.633816
FONT RODIER;63420 La Chapelle-Marcousse;63087;45.45;3.1
LA FONTBONNE;63580 La Chapelle-sur-Usson;63088;45.466667;3.4
LA FONT GUERIDE;63260 Chaptuzat;63090;46.033333;3.166667
LA FONT;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT BARGNAT;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT DU CHAMP;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT DU GOT;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT FROIDE;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT GRENOUILLE;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT VERMINE;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONTETTE;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
PRE LA FONT;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
CHEM DE FONTETE;63410 Charbonnières-les-Varennes;63092;45.899111;2.990868
FONT LA GRASSE;63410 Charbonnières-les-Vieilles;63093;46;3
LA FONT;63640 Charensat;63094;45.983333;2.65
LA FONT D'AUSANCE;63640 Charensat;63094;45.983333;2.65
LA FONT DE LA PLANCHE;63640 Charensat;63094;45.983333;2.65
FONT DE LA VIALLE;63640 Charensat;63094;45.983333;2.65
FONT DERRIERE;63640 Charensat;63094;45.983333;2.65
FONT DU COT;63640 Charensat;63094;45.983333;2.65
FONT DU FOSSE;63640 Charensat;63094;45.983333;2.65
FONT GOUIRAND;63640 Charensat;63094;45.983333;2.65
FONT GUERAUD;63640 Charensat;63094;45.983333;2.65
FONT GUIRAUD;63640 Charensat;63094;45.983333;2.65
FONT LUCAT;63640 Charensat;63094;45.983333;2.65
FONTETTAS;63640 Charensat;63094;45.983333;2.65
LA FONTETTE;63640 Charensat;63094;45.983333;2.65
LAFONT;63640 Charensat;63094;45.983333;2.65
PRES DE LA FONT;63290 Charnat;63095;45.95;3.433333
CHAMP LAFONT;63320 Chassagne;63097;45.5;3.083333
LAFONT;63320 Chassagne;63097;45.5;3.083333
PRE DE LA FONT;63680 Chastreix;63098;45.516667;2.75
FONT DU PRE;63680 Chastreix;63098;45.516667;2.75
LA FONT SALEE;63680 Chastreix;63098;45.516667;2.75
LA FONT DU LOUP;63390 Châteauneuf-les-Bains;63100;46.033333;2.9
PRES SOUS LA FONT;63390 Châteauneuf-les-Bains;63100;46.033333;2.9
TERRE DE LA FONT;63390 Châteauneuf-les-Bains;63100;46.033333;2.9
PRE DE LA FONT;63390 Châteauneuf-les-Bains;63101;46.033333;2.9
BONNE FONT;63290 Châteldon;63102;45.966667;3.516667
LA FONT;63290 Châteldon;63102;45.966667;3.516667
LA FONT DE L'ANE;63290 Châteldon;63102;45.966667;3.516667
FONT DES SAULES;63290 Châteldon;63102;45.966667;3.516667
LA FONT DU DUTRE;63290 Châteldon;63102;45.966667;3.516667
FONT FROIDE;63290 Châteldon;63102;45.966667;3.516667
FONT GONNION;63290 Châteldon;63102;45.966667;3.516667
LA FONT LIAUDANT;63290 Châteldon;63102;45.966667;3.516667
LA FONT VIVE;63290 Châteldon;63102;45.966667;3.516667
PRE DE LA FONT;63290 Châteldon;63102;45.966667;3.516667
SOUS LA FONT;63290 Châteldon;63102;45.966667;3.516667
TERRE DE LA FONT;63290 Châteldon;63102;45.966667;3.516667
SUR FONTETE;63140 Châtelguyon;63103;45.916667;3.066667
LA FONT DE L'ALLIER;63660 La Chaulme;63104;45.466667;3.94464
PRE DE LA FONT;63660 La Chaulme;63104;45.466667;3.94464
LA FONT DU BUISSON;63220 Chaumont-le-Bourg;63105;45.458725;3.767414
LA FONT DU MOULY;63220 Chaumont-le-Bourg;63105;45.458725;3.767414
FONT DU LAIT;63117 Chauriat;63106;45.75;3.283333
FONT DU QUI;63117 Chauriat;63106;45.75;3.283333
FONT DU TRAIT;63117 Chauriat;63106;45.75;3.283333
CHE FONT DU TRAIT;63117 Chauriat;63106;45.75;3.283333
PRE DE LAFONT;63720 Chavaroux;63107;45.85;3.266667
CHAMP DE LAFONT;63740 Cisternes-la-Forêt;63110;45.783333;2.7
FONT MARTY;63740 Cisternes-la-Forêt;63110;45.783333;2.7
FONT REINE;63740 Cisternes-la-Forêt;63110;45.783333;2.7
PRE DE LAFONT;63740 Cisternes-la-Forêt;63110;45.783333;2.7
LE PRE DE FONT DE LA DONNE;63320 Clémensat;63111;45.562992;3.104807
ALL DE FONTVIEILLE;63000 Clermont-Ferrand;63113;45.783333;3.083333
FONT DE LA GALE;63340 Collanges;63114;45.433333;3.233333
FONT SAINT MARC;63340 Collanges;63114;45.433333;3.233333
LA FONT;63380 Combrailles;63115;45.833333;2.633333
FONT BERGER;63380 Combrailles;63115;45.833333;2.633333
LES FONTLONGES;63610 Compains;63117;45.45;2.933333
LES FONTS;63610 Compains;63117;45.45;2.933333
CHAMP DE LA FONT;63380 Condat-en-Combraille;63118;45.855506;2.574573
LA FONT;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT BARLIER;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT BAROU;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT DE LA CHARRAUD;63380 Condat-en-Combraille;63118;45.855506;2.574573
LA FONT DES BOEUFS;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT DES NAUTES;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT DU SAPIN;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT FAUCHIER;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONT MARTIN;63380 Condat-en-Combraille;63118;45.855506;2.574573
FONTBONNE;63380 Condat-en-Combraille;63118;45.855506;2.574573
LAFONT;63380 Condat-en-Combraille;63118;45.855506;2.574573
LA FONTETE;63490 Condat-lès-Montboissier;63119;45.555562;3.482825
PRE DE LAFONT;63490 Condat-lès-Montboissier;63119;45.555562;3.482825
FONT DU GRENIER;63320 Courgoul;63122;45.516667;3.05
FONTETE;63320 Courgoul;63122;45.516667;3.05
LITES LAFONT;63320 Courgoul;63122;45.516667;3.05
FONT CHEMINE;63450 Cournols;63123;45.65;3.05
FONT MARSAT;63450 Cournols;63123;45.65;3.05
FONT MERLUSE;63450 Cournols;63123;45.65;3.05
FONT VERGNE;63450 Cournols;63123;45.65;3.05
LES CLOS DE LA FONT;63120 Courpière;63125;45.75;3.55
LA FONT;63120 Courpière;63125;45.75;3.55
FONT DE FAYON;63120 Courpière;63125;45.75;3.55
FONT LIGNAT;63350 Crevant-Laveine;63128;45.916667;3.383333
LES FONTETES;63350 Crevant-Laveine;63128;45.916667;3.383333
LES FONTETS;63350 Crevant-Laveine;63128;45.916667;3.383333
PRE LA FONT;63350 Crevant-Laveine;63128;45.916667;3.383333
BUGE DE FONT;63810 Cros;63129;45.472560;2.597483
PRE DE LA FONT;63810 Cros;63129;45.472560;2.597483
LA FONT;63700 La Crouzille;63130;46.183333;2.75
FONT GRASSE;63700 La Crouzille;63130;46.183333;2.75
FONT BERNARD;63350 Culhat;63131;45.866667;3.333333
FONT DE LA PIERRE;63350 Culhat;63131;45.866667;3.333333
CHAMP DE LAFONT;63590 Cunlhat;63132;45.633333;3.583333
FONTBONNE;63590 Cunlhat;63132;45.633333;3.583333
LAFONT;63590 Cunlhat;63132;45.633333;3.583333
PRE DE LA FONT;63590 Cunlhat;63132;45.633333;3.583333
PRE DE LAFONT;63590 Cunlhat;63132;45.633333;3.583333
FONT ROBERT;63111 Dallet;63133;45.766667;3.233333
FONT DU CHET;63340 Dauzat-sur-Vodable;63134;45.483333;3.1
LE FONT DE L'ANE;63520 Domaize;63136;45.683333;3.55
LAFONT;63520 Domaize;63136;45.683333;3.55
FONT BONNE;63220 Doranges;63137;45.4;3.616667
FONT COURBE;63220 Doranges;63137;45.4;3.616667
CHAMP DE LA FONT;63220 Dore-l'Eglise;63139;45.383333;3.75
LA FONT;63220 Dore-l'Eglise;63139;45.383333;3.75
FONT CHEVAL;63220 Dore-l'Eglise;63139;45.383333;3.75
LA FONT D'EN BAS;63220 Dore-l'Eglise;63139;45.383333;3.75
LA FONTASSE;63220 Dore-l'Eglise;63139;45.383333;3.75
LA FONTETE;63220 Dore-l'Eglise;63139;45.383333;3.75
LA GARNASSE DES FONTS;63220 Dore-l'Eglise;63139;45.383333;3.75
LAFONT;63220 Dore-l'Eglise;63139;45.383333;3.75
FONT LAYROT;63700 Durmignat;63140;46.183333;2.9
LA FONT RICHARD;63700 Durmignat;63140;46.183333;2.9
LA FONT;63830 Durtol;63141;45.8;3.05
LES FONTS;63830 Durtol;63141;45.8;3.05
FONTETE;63980 Echandelys;63142;45.55;3.55
PRE DE LA FONT;63980 Echandelys;63142;45.55;3.55
PRE DE LA FONT;63260 Effiat;63143;46.033333;3.25
RUE DE LA FONT MANSAT DENONE;63260 Effiat;63143;46.033333;3.25
FONT DU COUDERT;63160 Egliseneuve-près-Billom;63146;45.716667;3.4
FONT TRAVERSIERES;63160 Egliseneuve-près-Billom;63146;45.716667;3.4
LES FONTS;63160 Egliseneuve-près-Billom;63146;45.716667;3.4
LAFONT;63160 Egliseneuve-près-Billom;63146;45.716667;3.4
FONTBONNE;63840 Eglisolles;63147;45.45;3.883333
LA FONT CHABEAU;63720 Ennezat;63148;45.9;3.216667
FONT DE PRIOT;63720 Ennezat;63148;45.9;3.216667
PRE DE LA FONT;63720 Ennezat;63148;45.9;3.216667
FONT A BRAND;63720 Ennezat;63148;45.9;3.216667
CHE DE LA FONT CHABEAU;63720 Ennezat;63148;45.9;3.216667
FONT VIEILLE;63720 Entraigues;63149;45.883333;3.266667
FONT BLANCHE;63530 Enval;63150;45.9;3.05
RUE DE FONTBLANCHE;63530 Enval;63150;45.9;3.05
IMP DE FONTBLANCHE;63530 Enval;63150;45.9;3.05
LA FONT BLANCHE;63300 Escoutoux;63151;45.816667;3.583333
FONT GRELET;63390 Espinasse;63152;46.038143;2.711557
CHAMP DE LA FONT;63520 Estandeuil;63155;45.683333;3.45
BOIS DE LA FONT;63160 Fayet-le-Château;63157;45.683333;3.416667
LA FONT;63160 Fayet-le-Château;63157;45.683333;3.416667
LA FONT DU CREUX;63160 Fayet-le-Château;63157;45.683333;3.416667
FONTETE;63160 Fayet-le-Château;63157;45.683333;3.416667
LES FONTETES;63160 Fayet-le-Château;63157;45.683333;3.416667
PRE DE LA FONT;63160 Fayet-le-Château;63157;45.683333;3.416667
LA FONT DES RIVAUX;63630 Fayet-Ronaye;63158;45.416667;3.55
PRES DE LA FONT;63620 Fernoël;63159;45.816667;2.45
FONT PIERRE;63620 Fernoël;63159;45.816667;2.45
FONT FREDE;63600 La Forie;63161;45.6;3.766667
PRE LAFONT;63740 Gelles;63163;45.766667;2.766667
PRES LAFONT;63740 Gelles;63163;45.766667;2.766667
PRE LAFONT DE TRACROS;63740 Gelles;63163;45.766667;2.766667
FONT GACHE;63360 Gerzat;63164;45.833333;3.15
SUR FONT GACHE;63360 Gerzat;63164;45.833333;3.15
FONT AU BOLLE;63620 Giat;63165;45.8;2.483333
LA FONT BATEIX;63620 Giat;63165;45.8;2.483333
FONT CHAPUDAS;63620 Giat;63165;45.8;2.483333
FONT DES BOIS;63620 Giat;63165;45.8;2.483333
FONTS BOURBOUX;63620 Giat;63165;45.8;2.483333
FONTETES;63620 Giat;63165;45.8;2.483333
FONTETE;63200 Gimeaux;63167;45.95;3.083333
LES FONTS;63200 Gimeaux;63167;45.95;3.083333
CHE DE FONTETE;63200 Gimeaux;63167;45.95;3.083333
LES FONTS ROUGES;63850 La Godivelle;63169;45.383333;2.933333
LA FONT;63230 La Goutelle;63170;45.843837;2.751261
FONTBONNE;63230 La Goutelle;63170;45.843837;2.751261
FONTETE;63230 La Goutelle;63170;45.843837;2.751261
LES FONTS;63230 La Goutelle;63170;45.843837;2.751261
FONTVIEILLE;63230 La Goutelle;63170;45.843837;2.751261
MORY LES FONTS;63230 La Goutelle;63170;45.843837;2.751261
PRE LAFONT;63230 La Goutelle;63170;45.843837;2.751261
SOUS LA FONT;63230 La Goutelle;63170;45.843837;2.751261
FONT BOINE;63390 Gouttières;63171;46.066667;2.766667
FONT BOUBLE;63390 Gouttières;63171;46.066667;2.766667
FONTRIERE;63390 Gouttières;63171;46.066667;2.766667
FONT DE L'OYE;63320 Grandeyrolles;63172;45.583333;3.066667
FONTETE;63320 Grandeyrolles;63172;45.583333;3.066667
FONT DU BOIS;63890 Grandval;63174;45.6;3.666667
LES FONTETES;63890 Grandval;63174;45.6;3.666667
FONTGRASSE;63890 Grandval;63174;45.6;3.666667
LES FONTS;63890 Grandval;63174;45.6;3.666667
SUC LAFONT;63890 Grandval;63174;45.6;3.666667
LA FONT DRELIEU;63470 Herment;63175;45.75;2.566667
LA FONTNEUVE;63470 Herment;63175;45.75;2.566667
PRE DE LA FONT;63470 Herment;63175;45.75;2.566667
CHAMPS DE LA FONT;63210 Heume-l'Eglise;63176;45.716667;2.733333
LA COTE DU FONT;63210 Heume-l'Eglise;63176;45.716667;2.733333
FONT BARAIS;63210 Heume-l'Eglise;63176;45.716667;2.733333
FONT DE BARAIS;63210 Heume-l'Eglise;63176;45.716667;2.733333
FONT MOULY;63210 Heume-l'Eglise;63176;45.716667;2.733333
CHAMP DE LA FONT;63270 Isserteaux;63177;45.65;3.4
LA FONT;63270 Isserteaux;63177;45.65;3.4
FONTVIEILLE;63270 Isserteaux;63177;45.65;3.4
LA FONT;63990 Job;63179;45.616667;3.75
FONT DE BECHON;63990 Job;63179;45.616667;3.75
FONT DU CONTENT;63990 Job;63179;45.616667;3.75
FONT GRANDE;63990 Job;63179;45.616667;3.75
FONT DE LA NICHE;63570 Jumeaux;63182;45.433333;3.35
LA FONT;63290 Lachaux;63184;45.994143;3.594170
SUR LA FONT;63290 Lachaux;63184;45.994143;3.594170
LA FONT DU POISSON;63290 Lachaux;63184;45.994143;3.594170
FONT FRAIDE;63290 Lachaux;63184;45.994143;3.594170
LA FONT VIELLE;63290 Lachaux;63184;45.994143;3.594170
PRE DES FONTS;63290 Lachaux;63184;45.994143;3.594170
SOUS LA FONT;63290 Lachaux;63184;45.994143;3.594170
YNTRE LAFONT;63290 Lachaux;63184;45.994143;3.594170
FONT DE GOURME;63380 Landogne;63186;45.866667;2.666667
LA FONT DE MAYOUX;63380 Landogne;63186;45.866667;2.666667
LA FONT DU CIOTAT;63380 Landogne;63186;45.866667;2.666667
FONT DU FORT;63380 Landogne;63186;45.866667;2.666667
FONT FERMADE;63380 Landogne;63186;45.866667;2.666667
FONT GORSE;63380 Landogne;63186;45.866667;2.666667
CHAMP DE LA FONT;63700 Lapeyrouse;63187;46.216667;2.866667
LA FONT;63700 Lapeyrouse;63187;46.216667;2.866667
LA FONT MARIEU;63700 Lapeyrouse;63187;46.216667;2.866667
L OUCHE DE LA FONT;63700 Lapeyrouse;63187;46.216667;2.866667
PRE DE LA FONT;63700 Lapeyrouse;63187;46.216667;2.866667
PRE LAFONT;63700 Lapeyrouse;63187;46.216667;2.866667
FONT BENAUD;63270 Laps;63188;45.666667;3.266667
LA FONT;63690 Larodde;63190;45.533333;2.55
FONT DE COUR;63690 Larodde;63190;45.533333;2.55
PRE LAFONT;63690 Larodde;63190;45.533333;2.55
CHEZ LAFONT;63760 Lastic;63191;45.705027;2.568864
LES COULEIROUX ET LAFONT;63760 Lastic;63191;45.705027;2.568864
FONT CHAPELLE;63760 Lastic;63191;45.705027;2.568864
SUR LES FONTS;63760 Lastic;63191;45.705027;2.568864
LA FONTETE;63190 Lempty;63194;45.833333;3.333333
LA FONT;63190 Lezoux;63195;45.833333;3.383333
LA FONT DE LA CANE;63190 Lezoux;63195;45.833333;3.383333
FONT JARLOT;63190 Lezoux;63195;45.833333;3.383333
LA FONT NOIRE;63190 Lezoux;63195;45.833333;3.383333
FONT NOIRE;63190 Lezoux;63195;45.833333;3.383333
LA FONT TAILLANDIERE;63190 Lezoux;63195;45.833333;3.383333
LA FONT VALLON;63190 Lezoux;63195;45.833333;3.383333
LA FONT VIALLARD;63190 Lezoux;63195;45.833333;3.383333
LDT DOMAINE DE CLAIRE FONT;63190 Lezoux;63195;45.833333;3.383333
CHAMP DE LA FONT;63290 Limons;63196;45.966667;3.433333
DESSUS LA FONT;63340 Madriat;63202;45.433333;3.2
FONTS VIEILLES;63200 Malauzat;63203;45.85;3.05
LAFONT;63270 Manglieu;63205;45.616667;3.35
LES QUATRE FONTS;63270 Manglieu;63205;45.616667;3.35
BOIS DE LA FONT;63410 Manzat;63206;45.966667;2.933333
CHAMP DE LA FONT;63410 Manzat;63206;45.966667;2.933333
LA FONT;63410 Manzat;63206;45.966667;2.933333
FONT DE COUDERT;63410 Manzat;63206;45.966667;2.933333
FONT DU CHAMP;63410 Manzat;63206;45.966667;2.933333
FONT MORGE;63410 Manzat;63206;45.966667;2.933333
FONT VIVE;63410 Manzat;63206;45.966667;2.933333
FONTBONNE;63410 Manzat;63206;45.966667;2.933333
LES FONTETES;63410 Manzat;63206;45.966667;2.933333
PRE DE LA FONT;63410 Manzat;63206;45.966667;2.933333
PRE LA FONT;63410 Manzat;63206;45.966667;2.933333
TERRE DE LA FONT;63410 Manzat;63206;45.966667;2.933333
TERRE DES FONTS;63410 Manzat;63206;45.966667;2.933333
FONT JOLIE;63340 Mareugheol;63209;45.483333;3.183333
FONT MOURLAT;63340 Mareugheol;63209;45.483333;3.183333
